연도_분기,지역,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
2020-1분기,남해,12.1,2.4,7.0,1.3,3.4,0.0,61.7,9.7
2020-1분기,대관령,4.2,-6.7,-1.2,3.2,1.9,0.0,73.3,10.9
2020-1분기,대구,11.6,1.3,6.1,2.4,1.5,0.0,60.2,10.3
2020-1분기,대전,10.7,-0.0,5.0,1.4,2.1,0.0,64.3,10.8
2020-1분기,동두천,9.3,-2.7,2.6,1.5,1.6,0.0,66.5,12.1
2020-1분기,동해,9.5,1.7,5.6,2.4,2.4,0.0,56.5,7.8
2020-1분기,목포,8.6,1.9,5.1,4.0,1.4,0.0,70.7,6.6
2020-1분기,문경,9.7,-1.2,4.1,2.2,1.6,0.0,61.0,10.9
2020-1분기,밀양,12.4,-0.0,5.9,1.0,1.9,0.0,58.5,12.4
2020-1분기,백령도,6.4,1.7,3.9,4.8,0.8,0.1,69.4,4.7
2020-1분기,보령,9.2,-0.0,4.5,1.4,1.6,0.0,67.8,9.3
2020-1분기,보성군,11.8,1.1,6.4,3.6,2.1,0.0,68.4,10.7
2020-1분기,보은,9.7,-2.9,3.1,1.1,1.9,0.0,70.8,12.5
2020-1분기,봉화,9.2,-2.7,3.0,1.5,1.4,0.0,67.5,12.0
2020-1분기,부산,12.6,4.3,8.0,3.1,3.1,0.0,56.2,8.3
2020-1분기,부안,10.1,0.5,5.0,1.5,1.8,0.0,75.0,9.7
2020-1분기,부여,10.6,-1.7,4.0,1.1,2.1,0.0,70.7,12.2
2020-1분기,북강릉,9.6,0.8,5.2,2.0,2.4,0.1,53.5,8.8
2020-1분기,북창원,12.0,2.0,5.5,1.5,2.2,0.0,57.5,10.0
2020-1분기,북춘천,8.7,-4.1,2.1,1.2,1.2,0.0,66.3,12.8
2020-1분기,산청,11.3,-0.4,5.1,2.1,1.7,0.0,62.6,11.8
2020-1분기,상주,10.4,-0.7,4.5,1.8,1.7,0.0,61.8,11.1
2020-1분기,서귀포,13.7,7.3,10.5,1.7,3.7,0.0,75.3,6.4
2020-1분기,서산,9.2,-1.4,3.6,2.1,1.6,0.0,68.4,10.7
2020-1분기,서울,8.8,-0.1,4.0,2.3,1.4,0.1,53.2,9.0
2020-1분기,성산,12.7,5.3,9.1,2.9,3.3,0.0,66.2,7.3
2020-1분기,세종,9.9,-0.6,4.3,1.4,2.1,0.0,60.3,10.5
2020-1분기,속초,9.3,1.0,5.1,2.1,2.7,0.0,54.0,8.3
2020-1분기,수원,9.0,-1.1,3.7,1.9,1.5,0.1,76.6,10.2
2020-1분기,순창군,10.4,-1.3,4.2,1.8,2.0,0.0,71.3,11.7
2020-1분기,순천,10.9,-0.5,3.8,2.5,2.1,0.0,67.0,11.4
2020-1분기,안동,10.0,-1.7,3.9,1.7,1.3,0.0,60.9,11.7
2020-1분기,양산시,13.0,2.3,6.1,2.2,2.4,0.0,58.7,10.8
2020-1분기,양평,9.5,-1.6,3.7,1.3,1.4,0.0,65.0,11.0
2020-1분기,여수,11.3,4.1,7.4,4.4,2.1,0.0,61.2,7.2
2020-1분기,영광군,9.9,0.1,4.8,1.9,1.7,0.0,74.2,9.8
2020-1분기,영덕,11.1,1.2,5.8,3.1,2.0,0.0,60.1,9.9
2020-1분기,영월,9.9,-2.2,3.5,1.2,1.4,0.0,62.9,12.1
2020-1분기,영주,9.2,-2.0,3.6,2.9,1.6,0.0,63.0,11.2
2020-1분기,영천,11.4,-0.4,4.1,2.0,2.0,0.0,60.4,11.8
2020-1분기,완도,11.5,3.3,7.2,2.6,2.2,0.0,68.0,8.3
2020-1분기,울릉도,8.4,3.0,5.5,3.9,4.3,1.8,67.3,5.4
2020-1분기,울산,11.8,2.6,7.0,2.3,3.0,0.0,59.6,9.2
2020-1분기,울진,10.7,1.4,5.9,2.8,2.2,0.0,60.4,9.4
2020-1분기,원주,9.2,-1.0,3.9,1.0,1.6,0.0,57.6,10.2
2020-1분기,의령군,12.7,-0.4,3.4,1.5,1.9,0.0,62.4,13.1
2020-1분기,의성,11.1,-3.1,3.5,1.2,1.4,0.0,66.5,14.2
2020-1분기,이천,9.6,-2.1,3.5,1.3,1.7,0.0,67.0,11.7
2020-1분기,인제,8.6,-3.3,1.1,1.6,1.6,0.0,62.7,11.9
2020-1분기,인천,7.5,0.6,3.8,3.2,1.2,0.0,61.2,6.8
2020-1분기,임실,9.8,-2.0,3.5,1.1,2.0,0.0,73.9,11.8
2020-1분기,장수,9.0,-2.8,2.8,1.6,2.4,0.0,73.7,11.8
2020-1분기,장흥,11.5,0.1,5.7,1.9,2.0,0.0,68.9,11.4
2020-1분기,전주,10.8,0.9,5.4,1.7,1.8,0.1,65.0,9.9
2020-1분기,정선군,8.6,-3.2,1.1,2.0,1.9,0.0,71.8,11.8
2020-1분기,정읍,9.9,-0.2,4.5,1.4,1.9,0.0,69.5,10.1
2020-1분기,제주,12.8,7.0,9.8,3.3,2.5,0.0,64.8,5.8
2020-1분기,제천,8.6,-4.1,2.1,1.5,1.5,0.0,68.2,12.7
2020-1분기,진도군,10.5,1.9,6.4,3.0,1.4,0.0,72.1,8.6
2020-1분기,진주,12.3,-0.8,5.4,1.0,2.1,0.0,64.8,13.0
2020-1분기,창원,11.3,2.2,6.4,1.8,2.4,0.0,54.9,9.1
2020-1분기,천안,9.5,-2.4,3.4,1.4,1.6,0.0,69.7,12.0
2020-1분기,철원,7.8,-4.6,1.5,1.2,1.6,0.0,73.4,12.4
2020-1분기,청송군,9.8,-3.1,3.0,1.7,1.8,0.0,74.2,12.9
2020-1분기,청주,10.0,0.5,4.9,1.3,1.6,0.1,58.7,9.5
2020-1분기,추풍령,9.0,-1.8,3.6,3.0,1.8,0.0,57.9,10.7
2020-1분기,춘천,9.0,-2.7,2.8,1.3,1.6,0.0,63.8,11.7
2020-1분기,충주,9.4,-2.5,3.2,1.4,1.6,0.0,66.2,11.9
2020-1분기,태백,6.3,-4.3,0.8,1.3,1.5,0.0,64.3,10.7
2020-1분기,통영,12.2,3.5,7.6,2.6,2.9,0.0,64.0,8.7
2020-1분기,파주,8.4,-3.9,1.9,1.4,1.6,0.0,69.6,12.2
2020-1분기,포항,11.7,3.2,7.1,2.7,2.7,0.0,58.9,8.5
2020-1분기,함양군,11.6,-1.2,4.9,1.7,1.9,0.0,62.3,12.8
2020-1분기,합천,12.2,-0.6,5.3,1.1,1.6,0.0,67.8,12.8
2020-1분기,해남,10.8,-0.5,5.2,2.2,1.4,0.0,73.1,11.3
2020-1분기,홍성,9.3,-1.5,3.7,1.4,2.0,0.1,69.7,10.8
2020-1분기,홍천,9.5,-3.1,2.7,1.2,1.4,0.0,63.8,12.6
2020-1분기,흑산도,10.0,4.5,6.8,6.2,1.1,0.0,74.0,5.6
2020-2분기,강릉,22.5,13.8,18.1,2.4,4.7,0.0,60.9,8.7
2020-2분기,강진군,22.6,12.2,17.2,2.4,6.1,0.0,69.4,10.3
2020-2분기,강화,20.7,11.0,15.7,1.8,3.2,0.0,71.6,9.7
2020-2분기,거제,22.5,13.4,16.3,1.7,6.5,0.0,68.6,9.0
2020-2분기,거창,23.6,10.3,16.8,1.7,3.4,0.0,66.2,13.3
2020-2분기,경주시,24.7,11.9,17.9,2.6,3.1,0.0,65.0,12.7
2020-2분기,고산(제주),20.5,14.4,17.1,5.8,4.5,0.0,82.4,6.0
2020-2분기,고창,22.3,11.8,16.6,2.9,3.0,0.0,75.6,10.5
2020-2분기,고창군,22.8,11.3,16.6,1.6,3.1,0.0,67.9,11.5
2020-2분기,고흥,21.9,11.2,16.4,1.4,5.9,0.0,72.1,10.7
2020-2분기,광양시,23.7,13.6,18.2,1.7,6.4,0.0,59.9,10.1
2020-2분기,광주,23.7,13.4,18.0,1.7,3.9,0.0,68.4,10.4
2020-2분기,구미,24.8,12.7,18.5,1.2,3.3,0.0,64.7,12.1
2020-2분기,군산,21.9,12.5,15.5,2.5,3.5,0.0,74.0,9.4
2020-2분기,금산,23.5,10.8,16.9,1.4,3.8,0.0,67.6,12.7
2020-2분기,김해시,24.0,13.3,18.0,2.0,4.1,0.0,65.3,10.7
2020-2분기,남원,23.7,11.3,17.2,1.8,3.8,0.0,69.1,12.3
2020-2분기,남해,23.1,13.2,17.8,1.5,7.1,0.0,67.3,9.9
2020-2분기,대관령,18.0,6.4,12.1,3.1,3.6,0.0,74.6,11.6
2020-2분기,대구,25.1,13.3,18.8,2.5,2.8,0.0,60.2,11.8
2020-2분기,대전,24.0,13.1,18.2,1.7,3.2,0.0,66.0,10.9
2020-2분기,동두천,23.5,11.0,16.7,1.6,3.1,0.0,68.8,12.5
2020-2분기,동해,20.3,12.2,16.0,2.2,2.9,0.0,65.8,8.1
2020-2분기,목포,20.5,13.4,16.6,3.5,5.1,0.0,75.7,7.2
2020-2분기,문경,23.2,11.1,17.1,2.0,3.7,0.0,63.1,12.1
2020-2분기,밀양,24.9,12.1,18.2,1.2,3.3,0.0,60.6,12.8
2020-2분기,백령도,17.4,11.2,14.0,4.1,4.0,0.0,80.3,6.3
2020-2분기,보령,20.9,11.8,16.0,1.6,2.7,0.0,74.1,9.1
2020-2분기,보성군,23.1,12.4,17.6,3.2,7.6,0.0,72.0,10.7
2020-2분기,보은,23.0,10.2,16.5,1.3,3.3,0.0,67.6,12.8
2020-2분기,봉화,21.7,8.6,15.1,1.5,2.9,0.0,68.8,13.1
2020-2분기,부산,22.0,14.5,17.6,3.3,5.5,0.0,66.2,7.5
2020-2분기,부안,22.1,12.4,16.8,1.8,3.2,0.0,75.7,9.7
2020-2분기,부여,23.5,11.1,16.9,1.3,3.5,0.0,71.7,12.4
2020-2분기,북강릉,21.4,12.2,16.7,1.9,4.7,0.0,62.5,9.3
2020-2분기,북창원,24.6,13.8,18.7,1.4,3.6,0.0,66.1,10.8
2020-2분기,북춘천,23.6,10.4,16.9,1.6,2.4,0.0,65.2,13.2
2020-2분기,산청,23.8,11.6,17.5,2.0,3.6,0.0,65.6,12.1
2020-2분기,상주,24.1,12.3,17.9,1.5,3.7,0.0,63.5,11.8
2020-2분기,서귀포,21.6,15.4,18.3,1.6,8.0,0.0,82.0,6.2
2020-2분기,서산,22.2,11.2,16.3,2.3,2.9,0.0,70.4,11.0
2020-2분기,서울,23.0,13.3,17.7,2.6,3.0,0.0,61.6,9.7
2020-2분기,성산,21.6,13.8,17.5,2.6,7.3,0.0,72.3,7.8
2020-2분기,세종,23.5,12.1,17.4,1.5,3.6,0.0,62.2,11.4
2020-2분기,속초,21.3,12.7,16.9,2.3,6.1,0.0,64.6,8.7
2020-2분기,수원,22.8,12.2,17.1,2.2,2.3,0.0,75.1,10.6
2020-2분기,순창군,23.2,11.0,16.9,2.0,3.6,0.0,70.4,12.2
2020-2분기,순천,22.5,10.8,16.4,2.2,4.8,0.0,71.4,11.8
2020-2분기,안동,23.8,11.2,17.3,1.9,2.4,0.0,59.9,12.6
2020-2분기,양산시,24.6,13.3,18.3,2.4,3.8,0.0,66.3,11.3
2020-2분기,양평,23.3,11.7,17.4,1.5,2.4,0.0,64.8,11.6
2020-2분기,여수,21.4,14.6,17.6,3.6,6.4,0.0,69.3,6.8
2020-2분기,영광군,22.0,11.6,16.5,1.8,3.8,0.0,75.3,10.4
2020-2분기,영덕,22.7,11.8,16.9,2.8,2.9,0.0,65.9,10.9
2020-2분기,영월,24.0,10.7,16.8,1.4,1.7,0.0,62.4,13.3
2020-2분기,영주,22.7,10.4,16.6,2.4,3.5,0.0,63.5,12.3
2020-2분기,영천,24.0,11.1,17.4,1.9,2.5,0.0,63.3,12.9
2020-2분기,완도,21.9,13.3,17.3,2.7,7.6,0.0,72.2,8.6
2020-2분기,울릉도,19.8,13.0,16.1,3.9,3.0,0.0,71.0,6.8
2020-2분기,울산,23.0,13.2,17.7,2.0,3.8,0.0,67.1,9.8
2020-2분기,울진,21.3,11.9,16.5,2.5,2.6,0.0,66.7,9.4
2020-2분기,원주,23.3,12.5,17.7,1.3,1.6,0.0,54.1,10.8
2020-2분기,의령군,25.1,11.6,18.2,1.7,3.2,0.0,64.1,13.5
2020-2분기,의성,24.7,9.6,17.1,1.3,2.6,0.0,65.4,15.1
2020-2분기,이천,23.7,11.5,17.4,1.4,2.7,0.0,67.9,12.2
2020-2분기,인제,22.5,10.3,16.1,1.8,2.6,0.0,63.8,12.2
2020-2분기,인천,20.3,13.1,16.3,3.1,2.4,0.0,68.3,7.1
2020-2분기,임실,22.4,10.1,15.9,1.4,3.2,0.0,73.4,12.3
2020-2분기,장수,21.8,9.4,15.4,1.7,3.7,0.0,73.5,12.4
2020-2분기,장흥,22.3,11.2,16.7,1.8,5.8,0.0,72.1,11.1
2020-2분기,전주,23.6,12.8,17.6,1.8,3.2,0.0,66.3,10.8
2020-2분기,정선군,22.9,9.9,15.9,2.0,2.2,0.0,71.0,13.0
2020-2분기,정읍,22.7,11.7,16.7,1.8,2.5,0.0,68.6,11.0
2020-2분기,제주,22.1,15.1,18.2,3.0,3.6,0.0,71.1,7.0
2020-2분기,제천,22.5,9.6,16.0,1.7,2.6,0.0,66.0,12.9
2020-2분기,진도군,21.1,11.9,16.4,2.5,6.6,0.0,76.9,9.2
2020-2분기,진주,24.0,11.3,17.5,0.8,4.5,0.0,69.1,12.7
2020-2분기,창원,23.2,13.0,17.5,1.7,4.6,0.0,62.7,10.2
2020-2분기,천안,22.9,10.7,16.7,1.5,2.5,0.0,68.5,12.3
2020-2분기,철원,22.4,10.0,16.2,1.5,3.0,0.0,72.1,12.4
2020-2분기,청송군,23.6,9.0,16.0,1.8,2.3,0.0,73.4,14.6
2020-2분기,청주,24.2,13.7,18.5,1.7,2.5,0.0,57.7,10.4
2020-2분기,추풍령,22.4,10.8,16.5,3.0,3.2,0.0,59.5,11.6
2020-2분기,춘천,23.7,11.8,17.6,1.7,2.3,0.0,62.0,11.9
2020-2분기,충주,23.6,11.0,17.2,1.7,2.7,0.0,63.1,12.7
2020-2분기,태백,20.4,8.4,14.0,1.6,2.6,0.0,65.0,12.0
2020-2분기,통영,21.9,13.9,17.4,2.4,6.2,0.0,72.4,8.0
2020-2분기,파주,22.5,10.1,15.9,1.6,3.1,0.0,73.4,12.5
2020-2분기,포항,23.3,14.5,18.5,2.8,2.2,0.0,63.5,8.8
2020-2분기,함양군,24.1,10.8,13.6,1.2,3.2,0.0,62.5,13.3
2020-2분기,합천,24.6,11.5,18.0,1.3,3.5,0.0,66.5,13.2
2020-2분기,해남,21.7,11.2,13.7,2.4,5.5,0.0,73.6,10.6
2020-2분기,홍성,22.4,11.5,16.7,1.7,3.3,0.0,69.8,10.9
2020-2분기,홍천,23.6,10.7,16.8,1.4,2.3,0.0,63.0,12.9
2020-2분기,흑산도,18.8,12.1,14.8,4.7,6.2,0.0,83.3,6.8
2020-3분기,강릉,26.9,20.3,23.4,1.9,12.4,0.0,78.2,6.5
2020-3분기,강진군,28.2,20.9,24.1,1.9,9.5,0.0,77.1,7.3
2020-3분기,강화,26.4,19.7,22.7,2.0,10.7,0.0,84.7,6.7
2020-3분기,거제,26.9,21.0,23.6,1.7,16.3,0.0,83.6,5.9
2020-3분기,거창,27.4,18.7,22.4,1.0,13.3,0.0,85.8,8.7
2020-3분기,경주시,28.4,19.8,23.4,2.2,9.1,0.0,83.7,8.6
2020-3분기,고산(제주),27.3,22.3,24.5,5.4,6.1,0.0,90.3,5.0
2020-3분기,고창,28.0,20.6,23.7,2.2,11.4,0.0,85.9,7.4
2020-3분기,고창군,28.1,20.4,23.7,1.1,12.6,0.0,81.5,7.7
2020-3분기,고흥,27.5,20.3,23.5,1.3,8.4,0.0,85.8,7.2
2020-3분기,광양시,28.0,21.1,24.1,1.5,11.1,0.0,77.4,6.9
2020-3분기,광주,28.1,21.2,24.1,1.7,15.8,0.0,88.2,6.9
2020-3분기,구미,28.2,20.0,23.6,0.9,10.7,0.0,83.0,8.2
2020-3분기,군산,27.6,20.8,23.7,2.0,12.4,0.0,84.5,6.8
2020-3분기,금산,27.8,19.6,23.0,1.1,12.7,0.0,84.0,8.2
2020-3분기,김해시,28.4,21.0,24.0,1.6,11.0,0.0,83.2,7.4
2020-3분기,남원,28.1,20.2,23.6,1.8,15.7,0.0,83.4,7.8
2020-3분기,남해,27.4,20.9,23.7,1.4,13.0,0.0,84.8,6.5
2020-3분기,대관령,22.4,14.8,18.3,2.6,13.4,0.0,90.0,7.6
2020-3분기,대구,28.7,20.8,24.3,2.0,8.8,0.0,74.4,8.0
2020-3분기,대전,28.2,21.0,24.2,1.4,11.7,0.0,84.8,7.2
2020-3분기,동두천,27.1,19.2,22.6,1.4,12.4,0.0,87.0,7.9
2020-3분기,동해,24.5,18.6,21.3,1.8,8.9,0.0,84.5,5.9
2020-3분기,목포,27.2,21.9,24.2,3.1,8.5,0.0,83.2,5.3
2020-3분기,문경,26.8,18.8,22.2,1.2,12.7,0.0,87.0,8.0
2020-3분기,밀양,28.5,20.4,24.0,1.1,9.1,0.0,78.4,8.1
2020-3분기,백령도,24.5,19.6,21.7,3.2,8.2,0.0,91.3,4.9
2020-3분기,보령,27.2,20.7,22.2,1.9,9.2,0.0,81.7,6.5
2020-3분기,보성군,28.2,21.2,24.3,2.5,8.6,0.0,87.1,7.0
2020-3분기,보은,26.9,18.7,22.2,1.0,13.6,0.0,86.3,8.2
2020-3분기,봉화,25.3,17.1,20.7,1.1,9.4,0.0,86.2,8.2
2020-3분기,부산,27.0,21.5,23.8,3.4,15.5,0.0,81.3,5.5
2020-3분기,부안,27.9,20.8,23.8,1.7,12.6,0.0,86.8,7.1
2020-3분기,부여,28.0,20.2,23.5,1.2,11.6,0.0,84.8,7.8
2020-3분기,북강릉,25.6,18.8,22.0,1.4,12.5,0.0,82.0,6.8
2020-3분기,북창원,27.6,20.4,23.5,1.3,12.8,0.0,82.8,7.2
2020-3분기,북춘천,27.5,18.8,22.7,1.2,12.6,0.0,84.8,8.6
2020-3분기,산청,27.6,19.5,22.9,1.2,17.4,0.0,86.4,8.1
2020-3분기,상주,27.6,19.5,22.9,0.8,11.3,0.0,87.1,8.1
2020-3분기,서귀포,26.8,22.2,24.3,1.8,9.8,0.0,89.0,4.6
2020-3분기,서산,27.7,20.0,23.3,2.0,10.7,0.0,82.2,7.6
2020-3분기,서울,27.6,21.2,24.0,2.4,12.3,0.0,77.5,6.4
2020-3분기,성산,27.7,22.0,24.6,2.0,11.4,0.0,82.0,5.6
2020-3분기,세종,27.8,20.3,23.6,1.4,12.1,0.0,80.4,7.5
2020-3분기,속초,26.0,19.5,22.5,1.8,13.8,0.0,80.9,6.5
2020-3분기,수원,27.9,20.7,23.9,1.9,13.1,0.0,83.3,7.2
2020-3분기,순창군,28.1,20.1,23.5,1.5,16.9,0.0,84.5,8.0
2020-3분기,순천,27.5,19.5,22.9,1.4,13.4,0.0,87.7,8.1
2020-3분기,안동,27.5,19.2,22.9,1.3,9.1,0.0,80.2,8.3
2020-3분기,양산시,28.8,21.2,24.3,2.4,13.2,0.0,83.1,7.6
2020-3분기,양평,27.4,19.7,23.0,1.4,10.3,0.0,83.1,7.7
2020-3분기,여수,26.5,22.1,24.0,3.4,9.9,0.0,84.8,4.4
2020-3분기,영광군,27.9,20.7,23.7,1.6,12.8,0.0,84.2,7.2
2020-3분기,영덕,26.7,19.1,22.3,2.2,9.1,0.0,85.0,7.6
2020-3분기,영월,27.4,18.6,22.1,1.0,10.8,0.0,82.1,8.8
2020-3분기,영주,26.5,18.1,21.9,1.3,10.8,0.0,85.6,8.4
2020-3분기,영천,27.6,19.3,23.0,1.5,8.6,0.0,81.8,8.3
2020-3분기,완도,27.6,21.4,24.1,2.4,7.1,0.0,84.7,6.2
2020-3분기,울릉도,24.8,20.2,22.2,4.0,5.3,0.0,87.1,4.6
2020-3분기,울산,27.4,20.8,23.7,2.0,9.5,0.0,85.1,6.6
2020-3분기,울진,25.8,19.2,20.7,2.4,9.4,0.0,83.6,6.6
2020-3분기,원주,27.6,19.9,23.3,1.1,10.7,0.0,74.0,7.7
2020-3분기,의령군,28.7,20.4,22.6,1.1,13.3,0.0,81.4,8.3
2020-3분기,의성,28.3,18.9,21.6,0.9,7.7,0.0,83.0,9.3
2020-3분기,이천,27.9,19.5,23.1,1.1,13.3,0.0,86.4,8.4
2020-3분기,인제,26.6,18.5,21.9,1.5,10.7,0.0,81.2,8.2
2020-3분기,인천,26.3,21.2,23.5,3.0,9.8,0.0,77.7,5.1
2020-3분기,임실,26.8,19.1,22.3,1.1,14.2,0.0,87.8,7.7
2020-3분기,장수,26.1,18.1,21.6,1.4,16.0,0.0,89.3,8.0
2020-3분기,장흥,27.6,20.3,23.5,1.4,10.1,0.0,85.6,7.4
2020-3분기,전주,28.6,21.0,24.2,1.5,13.6,0.0,79.7,7.6
2020-3분기,정선군,26.7,17.9,21.5,1.6,9.5,0.0,84.9,8.8
2020-3분기,정읍,28.0,20.3,22.2,1.7,13.1,0.0,79.8,7.7
2020-3분기,제주,28.6,23.1,25.5,2.9,7.9,0.0,78.0,5.5
2020-3분기,제천,26.5,18.0,21.7,1.2,12.4,0.0,84.5,8.5
2020-3분기,진도군,24.7,18.4,19.9,2.0,7.9,0.0,86.6,6.3
2020-3분기,진주,28.0,20.2,23.6,1.0,12.4,0.0,84.9,7.8
2020-3분기,창원,27.8,20.9,23.8,1.5,10.4,0.0,79.5,6.9
2020-3분기,천안,27.2,19.3,22.8,1.3,10.9,0.0,86.7,7.9
2020-3분기,철원,26.9,18.5,22.2,1.5,13.6,0.0,90.9,8.4
2020-3분기,청송군,27.5,17.9,21.9,0.9,9.4,0.0,90.7,9.6
2020-3분기,청주,28.6,21.2,24.5,1.6,10.1,0.0,75.3,7.3
2020-3분기,추풍령,26.3,18.4,19.3,1.9,11.5,0.0,81.0,7.9
2020-3분기,춘천,27.5,19.9,23.2,1.4,12.0,0.0,79.5,7.6
2020-3분기,충주,27.6,19.3,23.0,1.4,10.9,0.0,81.2,8.2
2020-3분기,태백,23.7,16.0,19.4,1.6,12.1,0.0,84.5,7.7
2020-3분기,통영,27.2,21.4,23.9,2.5,13.3,0.0,89.0,5.8
2020-3분기,파주,27.1,19.0,22.4,1.5,12.1,0.0,87.5,8.1
2020-3분기,포항,27.5,21.6,24.3,2.7,8.4,0.0,78.8,6.0
2020-3분기,함양군,28.0,19.1,22.8,0.7,15.2,0.0,83.9,8.9
2020-3분기,합천,27.9,19.8,23.3,0.9,13.4,0.0,86.6,8.1
2020-3분기,해남,27.9,20.3,23.7,2.2,8.4,0.0,86.1,7.6
2020-3분기,홍성,27.6,20.2,23.6,1.7,11.5,0.0,83.6,7.5
2020-3분기,홍천,27.5,18.8,22.4,1.1,11.9,0.0,80.6,8.7
2020-3분기,흑산도,26.0,20.6,22.7,4.4,5.0,0.0,91.3,5.4
2020-4분기,강릉,14.5,5.6,9.7,2.6,0.1,0.0,48.9,8.9
2020-4분기,강진군,15.5,4.2,9.5,2.2,0.6,0.0,65.6,11.3
2020-4분기,강화,11.5,0.9,6.3,1.6,0.6,0.0,67.3,10.6
2020-4분기,거제,15.0,6.5,10.4,1.3,1.0,0.0,62.4,8.5
2020-4분기,거창,14.2,0.2,6.5,1.3,0.4,0.0,67.3,14.0
2020-4분기,경주시,14.9,2.8,8.4,2.6,0.3,0.0,60.3,12.1
2020-4분기,고산(제주),16.0,10.8,13.3,7.1,0.8,0.0,70.4,5.2
2020-4분기,고창,14.0,3.3,6.8,2.7,1.1,0.0,70.3,10.7
2020-4분기,고창군,13.7,3.3,8.1,1.5,0.9,0.0,69.4,10.4
2020-4분기,고흥,15.4,3.4,9.0,1.3,0.5,0.0,67.2,12.0
2020-4분기,광양시,15.9,6.3,9.4,1.7,0.6,0.0,52.9,9.6
2020-4분기,광주,14.8,5.5,9.6,1.3,0.6,0.2,62.9,9.4
2020-4분기,구미,14.3,2.7,6.8,0.9,0.5,0.0,59.7,11.6
2020-4분기,군산,13.6,4.1,7.4,1.7,0.7,0.0,69.0,9.6
2020-4분기,금산,13.2,0.5,6.2,1.0,0.6,0.0,72.5,12.6
2020-4분기,김해시,15.8,5.4,9.9,1.9,1.0,0.0,56.5,10.4
2020-4분기,남원,14.0,2.0,7.3,1.5,0.6,0.0,70.2,12.0
2020-4분기,남해,15.0,5.9,10.1,1.5,1.2,0.0,62.8,9.1
2020-4분기,대관령,7.7,-3.4,1.9,3.3,0.3,0.0,69.8,11.1
2020-4분기,대구,14.6,3.9,8.9,2.2,0.4,0.0,58.7,10.7
2020-4분기,대전,13.7,3.0,7.8,1.3,0.5,0.0,67.8,10.7
2020-4분기,동두천,12.0,-0.2,5.4,1.2,0.8,0.0,69.0,12.2
2020-4분기,동해,13.2,4.8,8.9,2.1,0.2,0.0,50.3,8.4
2020-4분기,목포,13.6,7.0,10.1,3.7,0.6,0.1,66.6,6.6
2020-4분기,문경,12.4,1.4,6.6,2.0,0.5,0.0,62.6,11.0
2020-4분기,밀양,15.3,2.5,8.4,0.8,0.9,0.0,61.0,12.8
2020-4분기,백령도,11.6,6.5,8.9,4.6,0.8,0.1,64.9,5.1
2020-4분기,보령,13.4,4.0,8.4,1.3,0.7,0.0,66.5,9.4
2020-4분기,보성군,16.0,4.6,10.1,3.3,0.5,0.0,65.1,11.4
2020-4분기,보은,12.4,-0.6,5.2,1.0,0.5,0.0,73.3,13.1
2020-4분기,봉화,11.5,-1.6,4.4,1.3,0.5,0.0,69.1,13.1
2020-4분기,부산,16.2,7.6,11.3,2.8,0.8,0.0,50.8,8.7
2020-4분기,부안,14.0,3.9,8.6,1.2,0.9,0.0,73.4,10.1
2020-4분기,부여,13.7,1.2,6.8,1.0,0.5,0.0,72.9,12.5
2020-4분기,북강릉,13.3,3.7,8.4,1.5,0.1,0.0,47.6,9.6
2020-4분기,북창원,16.2,5.9,10.6,1.5,1.1,0.0,60.4,10.3
2020-4분기,북춘천,11.4,-1.7,4.2,1.0,0.9,0.1,73.0,13.0
2020-4분기,산청,14.6,2.3,7.7,2.0,0.6,0.0,64.9,12.3
2020-4분기,상주,13.2,1.9,7.1,1.5,0.4,0.0,63.9,11.4
2020-4분기,서귀포,17.5,10.8,13.9,1.5,1.2,0.0,69.4,6.7
2020-4분기,서산,13.0,2.2,7.3,1.6,1.0,0.0,69.3,10.8
2020-4분기,서울,12.0,3.1,7.3,2.2,1.4,0.0,60.6,8.9
2020-4분기,성산,16.2,9.1,12.6,2.6,1.1,0.0,61.5,7.1
2020-4분기,세종,12.7,2.4,7.1,1.2,0.7,0.0,63.5,10.3
2020-4분기,속초,13.1,4.2,8.7,1.9,0.2,0.0,47.1,8.9
2020-4분기,수원,12.2,2.1,7.0,1.7,0.9,0.0,68.0,10.2
2020-4분기,순창군,14.0,2.2,7.5,1.7,0.8,0.0,71.8,11.8
2020-4분기,순천,14.7,2.4,7.9,2.1,0.5,0.0,68.9,12.4
2020-4분기,안동,12.9,0.5,6.2,1.5,0.4,0.0,62.6,12.4
2020-4분기,양산시,16.3,5.1,10.2,1.9,1.2,0.0,61.6,11.2
2020-4분기,양평,12.1,0.9,6.0,1.2,0.7,0.0,67.6,11.2
2020-4분기,여수,15.1,8.0,11.2,4.0,0.6,0.0,55.7,7.1
2020-4분기,영광군,13.8,3.5,8.3,1.5,1.1,0.0,69.7,10.4
2020-4분기,영덕,14.3,4.3,8.0,2.9,0.3,0.0,55.3,10.0
2020-4분기,영월,12.4,-0.1,5.5,0.9,0.6,0.0,66.4,12.5
2020-4분기,영주,11.9,0.2,4.9,2.8,0.5,0.0,63.3,11.7
2020-4분기,영천,14.2,1.7,7.6,1.8,0.5,0.0,62.6,12.5
2020-4분기,완도,15.4,7.2,11.0,1.9,0.5,0.0,64.2,8.3
